Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
71  assessment answers,10,546,479,658,658,932,443,932,0.000%,5.47345,1.48,10.28
71  ,10,546,479,658,658,932,443,932,0.000%,5.46747,1.48,10.27
report P & g,10,711,638,805,805,1077,627,1077,0.000%,4.40335,11.32,1.76
72  ,10,711,638,805,805,1077,627,1077,0.000%,4.40335,11.32,1.76
social intro,10,415,249,724,724,1002,236,1002,0.000%,3.80662,23.45,1.33
75  ,10,415,249,724,724,1002,236,1002,0.000%,3.80518,23.44,1.33
assessment answers,10,749,889,952,952,1079,453,1079,0.000%,2.88850,0.78,5.37
81  ,10,749,889,952,952,1079,453,1079,0.000%,2.88767,0.78,5.37
report  ,10,736,647,1087,1087,1101,631,1101,0.000%,3.06748,7.83,1.23
82  ,10,736,647,1087,1087,1101,631,1101,0.000%,3.06654,7.83,1.22
intellectual intro page,10,257,243,291,291,301,230,301,0.000%,3.56506,20.89,1.25
85  ,10,257,243,291,291,301,230,301,0.000%,3.56506,20.89,1.25
91  save for later,10,575,460,1012,1012,1044,450,1044,0.000%,3.29598,0.89,5.12
91  ,10,575,460,1012,1012,1044,450,1044,0.000%,3.29598,0.89,5.12
assessment list,10,977,1122,1216,1216,1216,637,1216,0.000%,2.71003,9.18,1.08
93  ,10,977,1122,1216,1216,1216,637,1216,0.000%,2.70929,9.18,1.08
assessment after save for later,10,369,277,687,687,715,230,715,0.000%,3.43171,8.50,1.37
95  ,10,369,277,687,687,715,230,715,0.000%,3.43171,8.50,1.37
Assessment answers,20,564,507,824,984,1003,450,1003,0.000%,3.85654,1.04,7.25
97  ,10,498,506,511,511,528,450,528,0.000%,3.29707,0.89,6.25
report,20,757,691,1093,1117,1142,638,1142,0.000%,3.76577,9.65,1.50
98  ,10,805,691,1117,1117,1142,638,1142,0.000%,3.18269,8.17,1.27
occupational intro ,10,502,336,724,724,768,258,768,0.000%,3.15259,18.67,1.11
101  ,10,502,336,724,724,768,258,768,0.000%,3.15259,18.67,1.11
107  ,10,631,508,984,984,1003,472,1003,0.000%,2.95683,0.80,5.51
108  ,10,710,691,791,791,872,649,872,0.000%,2.93255,7.50,1.17
Goals,10,1611,1486,1930,1930,2116,1262,2116,0.000%,2.15100,30.33,0.85
111  ,10,1611,1486,1930,1930,2116,1262,2116,0.000%,2.15054,30.32,0.85
 Sweat it out goal,10,581,684,747,747,756,251,756,0.000%,2.74952,10.59,1.21
116  ,10,581,684,747,747,756,251,756,0.000%,2.74801,10.58,1.21
Activity-dancing  ,10,412,300,711,711,743,232,743,0.000%,2.78242,16.43,1.56
 Activity-walking,10,290,269,368,368,422,242,422,0.000%,2.77469,16.39,1.56
Activity-swimming,10,312,312,373,373,390,243,390,0.000%,2.76091,16.31,1.55
132  ,10,1014,873,1394,1394,1469,796,1469,0.000%,2.43605,43.16,4.10
goals score,10,1368,1319,1482,1482,1533,1270,1533,0.000%,2.18484,30.81,0.86
144  ,10,1368,1319,1482,1482,1533,1270,1533,0.000%,2.18436,30.80,0.86
mindfulness goal,10,705,681,701,701,919,668,919,0.000%,2.59605,10.00,1.14
145  ,10,705,681,701,701,919,668,919,0.000%,2.59538,9.99,1.14
meditaion activity,10,241,236,264,264,266,229,266,0.000%,2.91715,7.68,1.60
Deep breathing activity,10,368,365,480,480,578,233,578,0.000%,2.91971,7.69,1.61
 progressive relaxation,10,247,241,268,268,274,227,274,0.000%,2.88600,7.60,1.65
150  ,10,857,833,1002,1002,1044,724,1044,0.000%,2.52270,19.93,4.22
goals score ,10,1448,1397,1550,1550,1660,1282,1660,0.000%,2.21190,31.19,0.87
163  ,10,1448,1397,1550,1550,1660,1282,1660,0.000%,2.21190,31.19,0.87
hydration 4 eat fit,10,819,734,848,848,1427,688,1427,0.000%,2.62329,8.39,1.30
proteins ,10,254,252,278,278,282,229,282,0.000%,3.10463,9.93,1.53
proteins  ,10,425,263,989,989,1016,238,1016,0.000%,2.89939,9.28,1.43
164  ,10,1499,1320,1990,1990,1992,1224,1992,0.000%,2.21043,21.21,3.28
199  goals score overall,10,1348,1313,1413,1413,1511,1260,1511,0.000%,2.21141,31.18,0.87
199  ,10,1348,1313,1413,1413,1511,1260,1511,0.000%,2.21141,31.18,0.87
vitals screen,10,1256,1217,1418,1418,1499,1045,1499,0.000%,2.28938,7.92,0.91
200  ,10,1256,1217,1418,1418,1499,1045,1499,0.000%,2.28885,7.92,0.91
linked email id with vital,10,279,281,355,355,355,219,355,0.000%,2.89017,0.84,1.25
202  ,10,279,281,355,355,355,219,355,0.000%,2.88934,0.84,1.25
steps count history,10,534,525,537,537,617,518,617,0.000%,2.66596,3.33,1.55
207  ,10,534,525,537,537,617,518,617,0.000%,2.66454,3.33,1.55
heart rate history,10,352,350,357,357,382,340,382,0.000%,2.86697,2.95,1.66
211  ,10,352,350,357,357,382,340,382,0.000%,2.86697,2.95,1.66
calories burnt history ,10,360,358,371,371,404,342,404,0.000%,2.87274,3.22,1.67
213  ,10,360,358,371,371,404,342,404,0.000%,2.87191,3.22,1.67
distance history,10,357,356,361,361,363,350,363,0.000%,2.87522,3.75,1.67
215  ,10,357,356,361,361,363,350,363,0.000%,2.87439,3.75,1.66
settings page,10,1248,1175,1372,1372,1555,1072,1555,0.000%,2.34962,8.13,0.94
217  ,10,1248,1175,1372,1372,1555,1072,1555,0.000%,2.34962,8.13,0.94
personal settings,10,316,308,376,376,499,221,499,0.000%,2.97442,2.03,1.14
219  ,10,316,308,376,376,499,221,499,0.000%,2.97442,2.03,1.14
DOB,10,283,256,320,320,521,222,521,0.000%,2.96472,2.02,1.22
220  ,10,283,256,320,320,521,222,521,0.000%,2.96472,2.02,1.22
set height,10,383,250,723,723,800,228,800,0.000%,2.95946,2.02,1.21
222  ,10,383,250,723,723,800,228,800,0.000%,2.95946,2.02,1.21
set weight,10,547,675,788,788,943,232,943,0.000%,3.15358,2.15,1.29
223  ,10,547,675,788,788,943,232,943,0.000%,3.15159,2.15,1.29
226  profile picture change gallary,10,102,96,105,105,150,93,150,0.000%,4.30663,1.09,2.10
226  ,10,102,96,105,105,150,93,150,0.000%,4.30293,1.09,2.10
image upload,10,744,685,704,704,1278,658,1278,100.000%,3.49528,8.63,0.00
227  ,10,744,685,704,704,1278,658,1278,100.000%,3.49406,8.63,0.00
logout,10,369,236,681,681,689,227,689,0.000%,4.41891,1.12,1.47
247  ,10,369,236,681,681,689,227,689,0.000%,4.41891,1.12,1.47
user count,10,275,229,240,240,677,221,677,0.000%,5.43183,1.38,1.80
248  ,10,275,229,240,240,677,221,677,0.000%,5.43183,1.38,1.80
login wit h google,10,315,228,659,659,668,221,668,0.000%,5.43478,4.82,2.19
250  ,10,315,228,659,659,668,221,668,0.000%,5.43478,4.82,2.19
check your wellness ,10,407,237,673,673,675,223,675,0.000%,5.56174,4.04,1.96
question intropage,10,240,240,243,243,250,235,250,0.000%,5.57103,34.34,1.95
256  ,10,647,475,918,918,920,463,920,0.000%,4.91884,33.89,3.46
TOTAL,1110,624,526,1268,1408,1704,93,2116,1.802%,30.90373,103.88,18.70
